Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
40,9.5,25.5,0.0,1,37.0,3,0,11.0,20.0,65.0,44.0,1019.4,1015.5,17.7,23.7,0,0
12,18.9,31.7,0.0,1,37.0,1,3,20.0,24.0,74.0,53.0,1016.8,1012.2,24.7,30.0,0,0
9,15.8,26.7,0.0,5,41.0,5,3,24.0,20.0,59.0,40.0,1015.8,1011.7,20.6,26.6,0,1
4,3.7,14.8,0.0,9,30.0,10,8,19.0,15.0,85.0,58.0,1031.2,1028.8,9.3,14.1,0,0
40,12.5,30.2,0.0,1,35.0,3,1,7.0,13.0,86.0,38.0,1011.2,1007.8,18.7,29.9,0,0
18,9.0,13.5,0.8,10,33.0,8,8,19.0,19.0,65.0,60.0,1032.6,1032.8,11.7,12.6,0,0
30,10.0,17.9,2.2,8,31.0,12,2,17.0,17.0,62.0,53.0,1025.4,1024.1,13.5,16.4,1,0
12,27.5,34.1,0.0,3,39.0,3,6,15.0,22.0,72.0,59.0,1010.0,1006.4,30.2,33.4,0,0
34,25.1,31.7,0.0,5,41.0,3,1,17.0,28.0,58.0,56.0,1014.2,1009.8,27.8,29.7,0,0
33,7.8,18.7,0.0,14,30.0,7,14,11.0,15.0,62.0,40.0,1026.8,1024.7,11.6,18.0,0,0
14,10.0,18.1,0.0,9,30.0,3,2,6.0,17.0,76.0,60.0,1032.5,1030.3,12.2,17.3,0,0
4,-1.8,10.1,0.6,7,35.0,5,7,13.0,20.0,99.0,71.0,1023.2,1022.3,2.2,9.8,0,0
33,15.4,20.7,3.6,11,56.0,11,8,31.0,28.0,81.0,80.0,1023.5,1022.1,18.8,20.1,1,1
32,11.0,17.9,0.4,15,59.0,13,15,19.0,22.0,51.0,35.0,1015.3,1013.8,13.2,15.7,0,0
25,10.6,13.6,0.0,2,30.0,1,1,13.0,13.0,92.0,92.0,1021.3,1019.3,11.8,13.3,0,0
13,9.3,19.1,0.0,10,39.0,8,2,9.0,19.0,50.0,43.0,1021.9,1019.4,15.4,18.0,0,0
1,7.4,13.3,1.6,3,26.0,6,3,13.0,15.0,96.0,85.0,1017.6,1014.5,8.1,11.7,1,1
1,11.5,27.8,0.0,8,35.0,10,14,9.0,11.0,69.0,42.0,1011.7,1009.2,16.6,25.1,0,1
4,6.3,11.7,0.0,8,35.0,9,8,17.0,19.0,95.0,92.0,1018.7,1014.6,8.4,10.2,0,1
19,7.7,18.9,0.4,7,52.0,6,13,13.0,24.0,90.0,72.0,1014.9,1012.2,10.4,17.6,0,1
23,9.9,16.2,0.0,8,41.0,12,8,15.0,24.0,66.0,70.0,1028.8,1028.7,12.0,15.7,0,0
5,20.0,25.6,4.4,9,41.0,8,8,19.0,19.0,81.0,86.0,1018.7,1018.0,21.1,21.6,1,1
21,3.6,13.5,0.8,15,35.0,7,12,7.0,17.0,93.0,80.0,1025.9,1026.1,9.7,12.1,0,0
14,8.1,18.2,0.0,12,56.0,12,11,31.0,22.0,46.0,34.0,1019.7,1019.6,12.1,16.4,0,0
29,2.9,12.7,0.2,1,24.0,5,1,7.0,15.0,87.0,61.0,1022.2,1020.4,8.2,11.9,0,0
4,-2.1,8.1,0.2,3,59.0,3,3,22.0,41.0,98.0,68.0,1019.0,1014.3,1.3,7.2,0,0
21,10.5,14.6,7.6,10,54.0,8,10,20.0,31.0,97.0,69.0,1011.8,1014.0,11.1,13.0,1,1
18,11.5,25.2,0.0,3,52.0,11,12,11.0,7.0,72.0,39.0,1014.5,1012.0,13.6,21.9,0,1
38,11.2,27.6,1.4,4,44.0,4,11,19.0,15.0,81.0,71.0,1017.1,1010.0,13.8,23.8,1,0
33,14.4,25.0,0.0,1,43.0,15,1,9.0,30.0,65.0,43.0,1022.0,1019.8,19.3,23.5,0,0
11,12.6,21.3,0.8,11,43.0,8,8,24.0,26.0,73.0,58.0,1018.3,1017.4,16.7,20.0,0,0
24,17.1,22.3,84.8,0,80.0,0,4,44.0,17.0,98.0,98.0,1003.4,1003.1,19.4,19.1,1,1
3,12.4,16.8,0.0,12,56.0,15,12,13.0,24.0,57.0,52.0,1009.0,1008.2,16.1,15.0,0,1
37,7.4,16.2,0.0,1,20.0,0,0,9.0,9.0,90.0,88.0,1019.4,1015.8,11.0,15.0,0,1
41,15.7,26.2,0.0,8,39.0,9,10,17.0,22.0,78.0,73.0,1015.3,1014.4,19.5,21.6,0,1
1,11.4,30.1,2.6,9,24.0,8,8,11.0,11.0,64.0,34.0,1011.5,1010.6,17.6,26.7,1,0
7,20.4,29.4,0.0,3,31.0,3,5,13.0,15.0,70.0,67.0,1013.5,1010.0,26.1,27.8,0,0
27,13.1,25.8,0.0,12,39.0,0,12,9.0,20.0,49.0,38.0,1023.4,1020.0,18.1,24.4,0,0
39,6.6,17.5,0.4,13,28.0,7,8,13.0,9.0,72.0,55.0,1020.8,1020.2,12.3,17.0,0,0
12,26.9,34.1,0.0,7,33.0,7,14,19.0,24.0,69.0,58.0,1009.6,1006.9,31.2,33.3,0,0
34,18.8,27.7,1.4,9,48.0,8,2,15.0,24.0,66.0,57.0,1019.2,1016.4,21.9,25.4,1,0
39,5.4,14.4,5.2,3,26.0,5,3,2.0,11.0,99.0,67.0,1021.6,1022.5,7.6,13.0,1,0
19,16.9,30.3,14.0,2,24.0,4,10,7.0,11.0,92.0,41.0,1015.9,1013.4,20.0,29.3,1,0
39,14.8,22.2,0.0,8,37.0,8,12,7.0,17.0,71.0,48.0,1023.0,1020.6,16.5,21.1,0,0
31,7.9,17.6,0.0,10,35.0,13,8,19.0,22.0,72.0,92.0,1017.3,1017.8,14.0,14.4,0,1
1,11.7,16.0,1.8,14,56.0,14,14,19.0,22.0,87.0,88.0,999.4,997.5,13.0,12.3,1,1
12,22.9,35.1,0.0,6,41.0,4,6,17.0,31.0,65.0,34.0,1014.8,1010.3,28.1,33.3,0,0
17,12.7,20.5,0.0,11,33.0,12,9,13.0,13.0,65.0,45.0,1027.2,1025.8,14.5,19.4,0,0
29,10.7,33.7,0.0,11,22.0,4,8,9.0,13.0,66.0,20.0,1015.9,1012.6,19.5,32.0,0,0
21,8.7,32.4,0.0,7,76.0,3,6,17.0,39.0,51.0,15.0,1017.3,1013.8,18.4,32.0,0,0
18,4.1,13.5,0.2,12,41.0,15,12,19.0,24.0,90.0,67.0,1019.5,1020.4,8.5,12.4,0,0
42,20.9,25.9,0.0,4,48.0,6,4,22.0,41.0,73.0,78.0,1016.4,1010.9,22.4,24.2,0,0
16,6.6,22.3,0.0,3,41.0,15,6,6.0,22.0,56.0,40.0,1021.7,1019.6,13.5,19.7,0,0
25,3.7,10.0,2.2,14,50.0,14,13,17.0,31.0,89.0,83.0,1014.4,1013.0,6.1,7.2,1,1
33,12.7,25.4,0.0,4,35.0,7,5,15.0,17.0,53.0,40.0,1026.5,1023.8,17.1,24.2,0,0
43,20.1,34.6,0.0,0,37.0,0,8,28.0,9.0,50.0,11.0,1017.2,1013.2,21.2,32.3,0,0
42,14.7,19.6,0.0,6,63.0,3,6,20.0,28.0,61.0,51.0,1014.6,1008.0,15.3,19.0,0,0
42,7.7,15.5,0.0,12,31.0,14,9,20.0,20.0,63.0,60.0,1009.4,1008.4,11.3,14.0,0,0
22,2.2,17.0,0.0,15,31.0,12,15,7.0,22.0,92.0,62.0,1026.8,1025.2,6.0,16.5,0,0
18,13.5,31.7,0.0,10,50.0,5,8,11.0,28.0,50.0,34.0,1010.7,1007.7,21.3,29.8,0,0
23,18.6,23.3,0.0,4,43.0,1,4,22.0,19.0,72.0,77.0,1019.2,1016.9,20.9,21.8,0,0
28,8.0,20.0,0.0,14,31.0,5,6,11.0,15.0,78.0,60.0,1027.1,1023.6,12.5,19.0,0,0
40,14.3,26.3,0.0,10,44.0,13,10,11.0,30.0,65.0,69.0,1010.5,1010.3,24.4,24.4,0,0
38,14.1,19.7,0.2,9,22.0,13,10,6.0,11.0,96.0,66.0,1019.5,1017.0,15.0,18.1,0,1
0,8.4,13.7,0.0,10,30.0,2,12,9.0,15.0,70.0,76.0,1022.7,1018.2,10.6,12.3,0,1
39,14.0,22.0,17.8,11,44.0,12,8,7.0,24.0,99.0,48.0,1011.5,1014.8,15.1,20.6,1,0
4,9.9,18.2,15.0,11,43.0,11,11,20.0,20.0,92.0,72.0,1002.0,1005.2,12.4,14.3,1,0
27,14.6,24.1,0.0,12,37.0,10,12,9.0,20.0,55.0,53.0,1015.4,1015.0,20.9,21.9,0,0
12,25.2,30.0,9.2,15,44.0,8,5,2.0,9.0,78.0,95.0,1006.5,1004.2,27.8,24.8,1,1
42,12.1,19.4,0.0,12,43.0,8,1,24.0,19.0,37.0,44.0,1026.2,1025.2,16.6,18.7,0,0
13,21.9,30.0,0.0,5,31.0,4,4,11.0,28.0,73.0,72.0,1016.2,1013.4,28.2,29.2,0,0
33,17.5,25.5,0.0,11,50.0,13,10,33.0,15.0,49.0,52.0,1008.0,1008.9,20.4,24.2,0,0
14,11.2,19.6,0.0,4,35.0,6,4,11.0,22.0,67.0,62.0,1012.7,1007.1,13.6,18.6,0,1
26,13.9,26.9,0.0,12,39.0,10,12,4.0,26.0,71.0,55.0,1020.4,1018.7,19.8,24.9,0,0
23,14.9,20.3,0.0,8,52.0,12,11,15.0,22.0,81.0,79.0,1024.1,1022.4,17.0,19.4,0,1
1,4.0,14.5,0.0,2,20.0,15,0,4.0,11.0,99.0,68.0,1021.1,1017.5,8.0,13.8,0,0
37,7.7,28.8,0.0,3,44.0,1,3,15.0,28.0,43.0,10.0,1022.0,1017.1,16.3,28.2,0,0
13,12.4,23.6,0.0,8,35.0,10,9,20.0,26.0,45.0,59.0,1020.6,1019.5,22.2,21.2,0,0
27,19.7,28.4,0.0,10,33.0,8,10,11.0,15.0,78.0,51.0,1017.4,1014.1,21.2,27.7,0,0
29,15.2,22.6,0.0,2,31.0,9,8,11.0,11.0,85.0,69.0,1011.2,1007.3,18.4,22.0,0,1
40,13.1,18.7,13.0,10,91.0,13,11,20.0,11.0,94.0,89.0,1021.7,1018.7,14.2,17.6,1,1
16,5.1,19.4,0.0,6,15.0,0,7,6.0,7.0,84.0,64.0,1023.9,1020.9,10.2,17.5,0,0
33,17.5,27.7,0.0,4,52.0,3,4,15.0,37.0,57.0,48.0,1018.5,1014.8,22.3,25.9,0,0
33,21.3,30.9,0.0,5,63.0,3,4,11.0,37.0,58.0,46.0,1014.6,1011.0,26.2,30.1,0,0
23,12.0,16.5,0.6,12,22.0,15,10,11.0,11.0,93.0,72.0,1025.9,1022.5,12.3,15.0,0,0
14,8.4,20.3,0.4,11,28.0,6,9,11.0,22.0,74.0,49.0,1024.6,1023.1,12.5,18.7,0,0
8,2.6,26.4,0.0,7,65.0,1,7,6.0,37.0,63.0,21.0,1003.2,998.4,13.6,23.7,0,1
32,14.0,15.3,27.4,10,24.0,14,10,11.0,15.0,96.0,94.0,1014.6,1010.6,14.2,15.2,1,1
32,10.1,19.8,0.0,15,54.0,13,13,24.0,19.0,53.0,34.0,1022.5,1020.7,13.4,19.3,0,0
8,6.6,21.2,0.0,0,26.0,9,9,7.0,9.0,70.0,47.0,1025.7,1023.8,12.9,19.4,0,0
11,11.4,29.7,0.0,11,33.0,1,11,7.0,20.0,99.0,43.0,1021.4,1019.2,13.2,28.5,0,0
22,3.6,21.6,0.2,3,22.0,4,3,15.0,13.0,84.0,34.0,1033.3,1029.7,9.8,20.7,0,0
43,14.1,25.9,0.0,11,48.0,8,8,28.0,28.0,60.0,43.0,1015.5,1014.8,17.2,24.4,0,0
30,11.6,21.3,0.2,1,20.0,10,4,4.0,9.0,82.0,69.0,1021.0,1017.4,15.8,19.4,0,0
0,11.9,24.4,0.0,13,31.0,7,12,6.0,19.0,50.0,30.0,1011.7,1009.0,16.7,23.7,0,0
38,14.0,18.6,2.6,11,44.0,15,8,6.0,19.0,81.0,89.0,1018.4,1019.0,16.2,13.8,1,1
16,15.5,28.3,0.0,7,37.0,13,7,4.0,19.0,73.0,44.0,1016.7,1014.4,20.7,27.4,0,1
28,8.8,25.7,0.0,10,28.0,8,3,17.0,13.0,49.0,32.0,1017.6,1012.8,19.8,24.9,0,1
18,4.9,15.3,0.0,3,43.0,3,3,24.0,30.0,80.0,56.0,1028.2,1024.7,7.7,14.4,0,0
9,7.2,22.8,0.0,8,30.0,9,12,13.0,9.0,42.0,22.0,1019.6,1015.6,16.8,21.9,0,0
41,4.4,21.6,0.0,3,39.0,5,5,15.0,22.0,65.0,59.0,1023.0,1019.7,15.2,21.0,0,1
17,11.7,24.0,0.0,12,74.0,9,10,9.0,20.0,64.0,39.0,1016.9,1009.5,16.3,23.6,0,0
31,6.6,20.3,0.0,7,56.0,7,5,7.0,9.0,89.0,39.0,1016.7,1013.6,9.0,19.8,0,1
26,7.7,25.2,0.0,8,31.0,14,8,2.0,7.0,73.0,32.0,1025.9,1024.4,15.5,24.8,0,0
42,13.6,20.0,5.2,4,22.0,14,5,9.0,17.0,86.0,75.0,1013.9,1010.5,15.5,19.5,1,1
29,10.8,15.8,0.6,13,44.0,15,15,17.0,28.0,95.0,73.0,1024.3,1022.0,11.7,14.8,0,1
22,9.1,24.5,0.0,12,39.0,11,11,19.0,15.0,71.0,39.0,1009.9,1008.0,14.6,23.0,0,0
27,16.1,30.8,0.0,12,39.0,0,11,15.0,22.0,44.0,30.0,1021.4,1017.7,21.8,29.2,0,0
6,11.8,21.3,0.0,1,13.0,11,4,4.0,6.0,87.0,73.0,1022.2,1017.5,15.4,20.5,0,0
35,15.9,25.7,0.0,4,31.0,4,4,13.0,13.0,67.0,37.0,1025.0,1023.0,17.3,24.6,0,0
32,14.1,23.8,0.0,1,28.0,14,0,11.0,13.0,69.0,41.0,1028.4,1025.7,18.7,23.7,0,0
16,5.6,14.1,0.6,14,33.0,6,14,11.0,13.0,70.0,53.0,1004.6,1006.1,10.2,13.9,0,0
8,11.7,26.2,0.0,0,52.0,9,4,7.0,19.0,74.0,36.0,1018.4,1015.2,16.6,25.0,0,0
6,20.9,29.0,0.0,13,48.0,13,12,13.0,9.0,26.0,14.0,1013.1,1012.0,24.9,28.3,0,0
5,23.8,39.3,0.0,10,44.0,2,1,15.0,13.0,47.0,17.0,1017.2,1015.3,26.8,38.3,0,0
5,2.1,18.6,1.4,11,35.0,12,15,13.0,15.0,69.0,45.0,1021.1,1019.9,10.1,17.4,1,0
35,-6.7,9.6,0.0,3,30.0,3,3,6.0,17.0,88.0,50.0,1020.5,1017.0,-1.1,9.1,0,0
3,9.1,20.9,0.0,12,37.0,14,13,6.0,19.0,66.0,44.0,1016.7,1015.7,15.8,20.4,0,0
24,19.7,22.8,0.4,9,54.0,9,9,30.0,28.0,83.0,82.0,1006.4,1006.9,21.6,22.1,0,0
29,9.9,15.2,8.8,10,37.0,11,12,9.0,19.0,82.0,70.0,1024.3,1022.2,12.1,14.0,1,1
36,14.6,26.3,0.0,8,37.0,11,8,19.0,20.0,61.0,36.0,1022.0,1018.6,15.4,25.0,0,0
2,12.0,30.6,0.0,10,48.0,2,9,20.0,22.0,6.0,10.0,1016.8,1014.8,26.5,29.8,0,0
36,21.5,34.0,0.0,2,31.0,0,0,26.0,15.0,53.0,32.0,1012.3,1008.2,24.1,32.4,0,0
0,8.8,15.6,0.0,11,28.0,8,15,7.0,13.0,65.0,72.0,1032.3,1029.7,12.4,14.2,0,0
10,18.3,28.2,0.0,1,30.0,15,2,17.0,15.0,73.0,71.0,1011.4,1009.8,24.7,27.2,0,0
18,11.7,19.0,24.0,12,37.0,14,12,13.0,15.0,83.0,75.0,1014.4,1013.9,15.2,18.2,1,0
14,5.5,11.5,0.4,8,48.0,11,8,20.0,22.0,83.0,77.0,1024.6,1026.3,9.3,10.2,0,1
24,12.3,16.2,4.8,11,80.0,11,12,41.0,43.0,68.0,56.0,1010.0,1010.3,14.3,15.9,1,1
2,4.3,22.9,0.0,8,37.0,7,8,7.0,22.0,42.0,18.0,1021.7,1018.4,13.0,20.7,0,0
33,22.3,31.1,0.0,5,48.0,7,4,11.0,26.0,58.0,46.0,1021.2,1017.3,26.7,30.6,0,0
12,21.2,31.1,0.0,1,46.0,1,5,24.0,22.0,68.0,39.0,1014.2,1010.4,24.3,30.2,0,0
6,13.5,28.4,0.0,12,15.0,12,13,4.0,2.0,71.0,36.0,1020.9,1018.4,19.2,27.9,0,0
23,19.3,21.5,8.4,2,35.0,4,0,30.0,20.0,90.0,85.0,1012.5,1011.4,19.4,21.0,1,1
3,6.2,19.7,0.0,15,30.0,15,9,20.0,13.0,36.0,27.0,1018.9,1016.2,14.3,18.6,0,0
0,8.5,20.3,0.0,0,48.0,14,0,7.0,13.0,40.0,40.0,1026.8,1022.9,15.0,18.1,0,0
11,5.6,23.1,0.0,14,61.0,6,13,19.0,31.0,67.0,60.0,1010.3,1007.6,14.4,19.4,0,1
33,4.0,15.2,0.0,14,35.0,7,7,20.0,13.0,58.0,37.0,1020.0,1016.9,8.2,14.2,0,0
42,16.1,24.8,0.0,15,33.0,5,3,9.0,11.0,47.0,54.0,1015.6,1012.9,21.3,23.3,0,0
12,27.0,33.4,2.4,4,50.0,13,13,15.0,24.0,83.0,63.0,1007.1,1003.8,29.0,32.6,1,1
13,16.5,27.4,0.0,5,41.0,4,5,11.0,33.0,62.0,63.0,1012.7,1007.5,24.8,25.8,0,0
34,24.5,31.1,0.0,4,35.0,4,5,17.0,24.0,60.0,59.0,1011.7,1008.6,28.1,28.9,0,0
43,17.2,27.6,0.0,11,54.0,8,10,31.0,26.0,64.0,27.0,1020.9,1018.7,17.9,25.6,0,0
10,19.4,26.7,0.0,11,41.0,11,8,26.0,30.0,63.0,67.0,1014.0,1013.8,24.5,25.8,0,0
14,11.9,20.2,0.2,14,109.0,3,6,24.0,33.0,53.0,67.0,1008.9,1003.3,15.4,12.0,0,1
23,13.7,21.4,2.4,8,56.0,14,6,11.0,11.0,86.0,79.0,1006.9,1005.3,15.2,17.3,1,1
24,13.2,19.0,40.6,1,46.0,4,6,26.0,20.0,89.0,87.0,1008.2,1004.6,17.7,16.5,1,1
25,8.5,10.9,4.4,13,57.0,7,15,15.0,30.0,93.0,95.0,1005.6,1002.3,9.0,8.6,1,1
25,18.9,21.6,0.4,4,54.0,4,1,20.0,28.0,89.0,89.0,1011.8,1006.6,18.9,19.5,0,1
24,11.3,18.1,1.0,12,30.0,12,11,15.0,20.0,62.0,50.0,1025.4,1023.5,15.7,17.3,0,1
3,14.8,29.9,0.0,2,35.0,5,0,9.0,22.0,72.0,57.0,1020.9,1016.7,22.2,28.3,0,0
23,14.3,25.5,0.0,7,24.0,7,6,9.0,6.0,69.0,58.0,1018.0,1013.3,19.5,23.5,0,0
40,14.0,24.2,0.0,9,41.0,1,0,17.0,26.0,69.0,56.0,1026.5,1024.9,21.3,23.9,0,0
42,14.9,25.1,0.0,15,48.0,3,4,9.0,15.0,53.0,61.0,1023.8,1022.1,20.5,23.8,0,0
33,9.3,20.5,0.0,6,41.0,7,3,13.0,20.0,80.0,53.0,1023.0,1019.4,11.4,19.6,0,1
5,7.8,23.4,0.0,3,44.0,2,5,13.0,24.0,69.0,42.0,1028.3,1026.7,13.3,23.3,0,0
20,26.1,34.6,0.0,4,59.0,0,1,22.0,19.0,62.0,89.0,1015.5,1014.4,28.4,24.2,0,1
9,12.8,28.9,0.0,0,35.0,0,5,24.0,13.0,48.0,21.0,1023.1,1019.1,18.9,27.0,0,0
27,10.6,18.6,2.6,7,50.0,3,7,11.0,22.0,84.0,70.0,1013.4,1009.6,13.8,16.7,1,1
20,2.2,21.7,0.0,0,26.0,0,3,17.0,7.0,76.0,41.0,1024.1,1021.7,11.8,21.3,0,0
25,11.1,23.3,0.0,2,30.0,10,9,9.0,15.0,87.0,36.0,1020.9,1017.5,12.5,22.5,0,0
13,21.1,29.4,0.6,9,61.0,14,9,6.0,44.0,85.0,86.0,1011.5,1009.0,27.2,26.2,0,1
38,16.1,16.8,2.8,11,44.0,11,12,24.0,20.0,100.0,87.0,1001.9,1003.9,16.1,13.9,1,1
7,24.4,31.1,0.2,9,54.0,10,9,17.0,33.0,72.0,62.0,1010.5,1007.2,27.0,29.2,0,1
21,13.0,35.1,0.0,8,39.0,2,10,13.0,22.0,70.0,21.0,1008.9,1005.2,19.8,34.6,0,0
31,2.7,13.4,0.4,10,33.0,8,10,15.0,19.0,58.0,50.0,1034.8,1033.1,10.2,12.2,0,0
39,13.2,30.5,0.0,8,30.0,2,15,7.0,13.0,85.0,34.0,1019.8,1016.6,17.6,29.3,0,0
37,8.3,15.0,1.6,3,46.0,1,4,13.0,13.0,85.0,81.0,1023.0,1019.3,10.9,14.2,1,1
17,3.4,14.4,0.0,3,33.0,3,2,11.0,6.0,84.0,45.0,1023.0,1017.6,4.8,13.7,0,0
9,8.3,25.2,0.0,8,31.0,9,0,15.0,13.0,30.0,16.0,1024.2,1021.6,17.7,23.5,0,0
0,7.9,15.3,7.0,10,41.0,11,8,17.0,15.0,73.0,67.0,1020.3,1021.4,13.6,14.2,1,0
43,16.1,28.8,0.0,3,35.0,4,6,17.0,24.0,45.0,20.0,1021.5,1018.2,20.8,28.0,0,0
1,17.8,32.5,0.0,3,37.0,9,6,9.0,6.0,60.0,40.0,1012.4,1009.9,24.9,32.0,0,0
12,24.9,34.1,7.2,7,33.0,13,14,19.0,26.0,75.0,64.0,1009.7,1006.1,30.1,33.0,1,0
42,12.7,22.6,0.8,15,80.0,3,13,6.0,35.0,57.0,53.0,1003.2,1003.1,20.5,18.3,0,0
3,8.4,21.9,0.0,0,30.0,12,1,7.0,7.0,60.0,39.0,1029.9,1026.6,16.0,20.9,0,0
4,6.8,8.8,1.8,5,94.0,3,5,50.0,48.0,82.0,94.0,1012.1,1007.8,8.8,8.2,1,1
26,8.3,26.4,0.0,13,37.0,12,15,7.0,19.0,69.0,55.0,1011.2,1010.7,18.2,24.2,0,0
5,11.1,31.1,0.0,7,26.0,8,13,13.0,13.0,62.0,21.0,1015.4,1013.0,17.8,27.6,0,0
16,6.9,22.5,0.0,3,20.0,2,4,2.0,4.0,81.0,42.0,1020.8,1021.5,12.7,22.0,0,0
32,23.3,26.6,0.2,1,44.0,4,1,15.0,28.0,75.0,65.0,1014.8,1013.5,25.0,24.9,0,0
35,5.6,16.9,0.0,15,57.0,11,15,15.0,7.0,30.0,26.0,1018.3,1017.5,11.8,16.6,0,0
20,19.0,22.2,0.0,2,28.0,4,5,13.0,19.0,76.0,93.0,1013.1,1012.0,21.8,18.0,0,1
9,9.8,16.1,6.0,9,57.0,8,2,11.0,28.0,95.0,94.0,1015.9,1014.0,12.0,15.0,1,1
32,18.7,26.8,0.4,13,35.0,9,1,6.0,15.0,60.0,55.0,1020.6,1016.3,23.7,26.0,0,0
8,0.2,15.8,0.0,3,31.0,9,6,7.0,17.0,76.0,46.0,1018.9,1014.2,7.8,15.0,0,0
6,21.0,30.9,0.0,0,24.0,8,1,4.0,11.0,65.0,57.0,1013.0,1010.3,27.4,29.3,0,0
22,6.1,15.5,0.0,7,50.0,7,13,20.0,28.0,100.0,54.0,1018.5,1020.1,9.1,14.8,0,0
5,6.1,23.6,0.0,13,52.0,4,14,11.0,24.0,64.0,36.0,1014.2,1008.5,14.3,20.7,0,1
25,11.8,24.1,0.0,2,28.0,1,1,17.0,11.0,100.0,32.0,1021.9,1019.3,14.7,23.1,0,0
24,12.5,17.2,0.0,8,37.0,8,4,13.0,9.0,57.0,66.0,1019.5,1018.4,15.4,15.1,0,0
12,24.9,34.5,0.0,1,37.0,0,0,20.0,17.0,66.0,40.0,1012.1,1008.6,29.2,33.8,0,0
2,15.3,20.7,3.8,2,37.0,8,2,13.0,19.0,76.0,49.0,1018.5,1016.3,17.5,20.1,1,0
30,18.5,31.0,8.0,13,69.0,8,0,2.0,20.0,83.0,60.0,1005.1,1001.2,21.7,29.7,1,1
0,14.5,22.6,0.4,12,30.0,2,15,6.0,13.0,60.0,49.0,1021.2,1017.8,15.7,21.6,0,0
27,11.1,19.2,0.6,4,24.0,5,4,6.0,13.0,82.0,66.0,1018.8,1014.7,15.4,18.5,0,1
36,21.2,42.1,0.0,13,76.0,6,14,37.0,22.0,28.0,14.0,1009.1,1004.7,33.3,39.5,0,1
12,22.2,31.9,0.0,3,35.0,9,3,7.0,24.0,58.0,48.0,1014.0,1010.6,28.0,31.5,0,0
21,10.3,19.7,0.0,11,35.0,11,11,7.0,26.0,93.0,54.0,1022.7,1021.7,13.5,18.2,0,0
43,14.0,29.5,0.0,3,46.0,3,6,22.0,28.0,25.0,11.0,1020.6,1016.5,20.4,28.5,0,0
35,6.8,24.8,0.4,0,24.0,11,9,6.0,6.0,61.0,48.0,1022.4,1017.7,12.0,22.0,0,0
